dif	sp	mType	tel	ax
0.334612323229436	O	CpG-to-TpG	2R	A
-1.60176651897368	O	CpG-to-TpG	4R	A
-0.917059002375657	O	CpG-to-TpG	5R	A
-1.98373641115555	O	CpG-to-TpG	6L	A
-0.294844968287974	O	CpG-to-TpG	6R	A
0.446760380573501	O	CpG-to-TpG	7R	A
0.397782606238717	O	CpG-to-TpG	8L	A
0.270458811587006	O	CpG-to-TpG	8R	A
0.99158472543574	O	CpG-to-TpG	9R	A
-0.313699056344302	O	CpG-to-TpG	10L	A
0.765700301067457	O	CpG-to-TpG	10R	A
1.46259741426296	O	CpG-to-TpG	11L	A
-1.79392092560891	O	CpG-to-TpG	11R	A
-1.81534420422009	O	CpG-to-TpG	12L	A
0.694799775229598	O	CpG-to-TpG	12R	A
0.957962612480183	O	CpG-to-TpG	13R	A
0.610338882966523	O	CpG-to-TpG	14R	A
0.973354874358347	O	CpG-to-TpG	16L	A
1.01988546725254	O	CpG-to-TpG	16R	A
-0.780409911883719	O	CpG-to-TpG	17L	A
-0.185190360927499	O	CpG-to-TpG	18R	A
1.03160702013783	O	CpG-to-TpG	19L	A
-0.935666612986564	O	CpG-to-TpG	19R	A
0.754586154521103	O	CpG-to-TpG	21R	A
0.583475277120558	O	CpG-to-TpG	22R	A
-0.673868653697547	O	CpG-to-TpG	PAR1	PAR1
-0.574053590457908	O	T-to-A	2R	A
2.18314143416744	O	T-to-A	4R	A
0.651093045316055	O	T-to-A	5R	A
1.58070285255347	O	T-to-A	6L	A
0.415991355675718	O	T-to-A	6R	A
-0.171739582059779	O	T-to-A	7R	A
0.0885976986023122	O	T-to-A	8L	A
-0.296095988309913	O	T-to-A	8R	A
-0.90596825335748	O	T-to-A	9R	A
0.819704647183237	O	T-to-A	10L	A
-0.343030664216414	O	T-to-A	10R	A
-1.87230850528097	O	T-to-A	11L	A
1.29829660258329	O	T-to-A	11R	A
0.68546940060727	O	T-to-A	12L	A
-0.53581097097332	O	T-to-A	12R	A
-0.434636615740163	O	T-to-A	13R	A
-0.908143595635874	O	T-to-A	14R	A
-1.30271312735141	O	T-to-A	16L	A
-1.05840107094372	O	T-to-A	16R	A
0.223062580339547	O	T-to-A	17L	A
0.836915861782835	O	T-to-A	18R	A
-1.48317385853184	O	T-to-A	19L	A
0.95768459424385	O	T-to-A	19R	A
-0.480148792809402	O	T-to-A	21R	A
-0.687478064577701	O	T-to-A	22R	A
1.31304260719085	O	T-to-A	PAR1	PAR1
-0.275870369365614	O	T-to-C	2R	A
1.6369030050923	O	T-to-C	4R	A
0.956637758950129	O	T-to-C	5R	A
2.18655190169582	O	T-to-C	6L	A
0.369065480383745	O	T-to-C	6R	A
0.0161606284905276	O	T-to-C	7R	A
-0.148810516773649	O	T-to-C	8L	A
-0.898317239211504	O	T-to-C	8R	A
-1.15020092584881	O	T-to-C	9R	A
0.539941087114782	O	T-to-C	10L	A
-0.403989826552832	O	T-to-C	10R	A
-1.61218188369276	O	T-to-C	11L	A
1.5975487515861	O	T-to-C	11R	A
1.85358740016511	O	T-to-C	12L	A
-0.187838929729675	O	T-to-C	12R	A
-0.315129855301443	O	T-to-C	13R	A
-0.882849845544411	O	T-to-C	14R	A
-1.19284871516071	O	T-to-C	16L	A
-0.675858416265635	O	T-to-C	16R	A
0.48891717200814	O	T-to-C	17L	A
0.546912970248108	O	T-to-C	18R	A
-1.59657036948722	O	T-to-C	19L	A
-0.113680568091645	O	T-to-C	19R	A
-0.397103371550989	O	T-to-C	21R	A
-0.403168928329118	O	T-to-C	22R	A
0.0621936051712542	O	T-to-C	PAR1	PAR1
-0.438835168853068	O	T-to-G	2R	A
0.821440714857399	O	T-to-G	4R	A
1.05992628995649	O	T-to-G	5R	A
2.26317015188783	O	T-to-G	6L	A
0.105088770875395	O	T-to-G	6R	A
-0.14707397078185	O	T-to-G	7R	A
-0.0827953734279906	O	T-to-G	8L	A
-1.14354128700988	O	T-to-G	8R	A
-0.933157752267757	O	T-to-G	9R	A
0.462537291516336	O	T-to-G	10L	A
-0.636255889729184	O	T-to-G	10R	A
-1.83427662034306	O	T-to-G	11L	A
1.64680016961989	O	T-to-G	11R	A
1.51826572559123	O	T-to-G	12L	A
-0.214665067717148	O	T-to-G	12R	A
-0.366945554711567	O	T-to-G	13R	A
-0.968716197997705	O	T-to-G	14R	A
-1.26943913803845	O	T-to-G	16L	A
-0.277956226265473	O	T-to-G	16R	A
1.27558799283754	O	T-to-G	17L	A
0.535121584439246	O	T-to-G	18R	A
-1.19845589215852	O	T-to-G	19L	A
-0.121963557189046	O	T-to-G	19R	A
-0.430901038813667	O	T-to-G	21R	A
-0.598746903956941	O	T-to-G	22R	A
0.975786947679972	O	T-to-G	PAR1	PAR1
