tel	sp	prop	mType	diff
12R	G	0.0355062371918893	T-to-A	0.0678352686207124
12R	O	0.038974455729497	T-to-A	0.0698844950718398
13R	H	0.0414902782686802	T-to-A	0.070001683389788
13R	C	0.0419927297402701	T-to-A	0.06062097057404
13R	G	0.0421573158905716	T-to-A	0.0674199375422439
13R	O	0.0398288229284643	T-to-A	0.0750885013925023
14R	H	0.0416566653770886	T-to-A	0.0728733963814628
14R	C	0.0409920477742909	T-to-A	0.0654976996435209
14R	G	0.0365964843237571	T-to-A	0.0736586645677555
14R	O	0.0358302915696757	T-to-A	0.0773826958333405
16L	H	0.0277827221380475	T-to-A	0.0828387767122079
16L	C	0.0343110735165768	T-to-A	0.0698416446479597
16L	G	0.0342397329532303	T-to-A	0.0737202809130005
16L	O	0.0324983477699568	T-to-A	0.0778431277676915
16R	H	0.0388806268946977	T-to-A	0.0791790331772028
16R	C	0.0410365537222626	T-to-A	0.0712621556708209
16R	G	0.0375017574149126	T-to-A	0.0783297056088808
16R	O	0.0345614417904323	T-to-A	0.0706455404366891
17L	H	0.0480533958335646	T-to-A	0.0732361154499366
17L	C	0.0472941232607252	T-to-A	0.0666339783516698
17L	G	0.0431209975588027	T-to-A	0.0637013719183641
17L	O	0.0453827661052978	T-to-A	0.068958552790613
18R	H	0.0514511909839135	T-to-A	0.0779747216354103
18R	C	0.0580493710207117	T-to-A	0.0688096928402907
18R	G	0.0491306371633218	T-to-A	0.0755622122442259
18R	O	0.0505664523016173	T-to-A	0.0743876086291864
19L	H	0.031325886899122	T-to-A	0.0833586524099635
19L	C	0.0351199086066579	T-to-A	0.0725050836793948
19L	G	0.031679533720254	T-to-A	0.0789677497880051
19L	O	0.0309744464901619	T-to-A	0.0809851570440535
19R	H	0.0529912405085048	T-to-A	0.0853743500972936
19R	C	0.0514595779011838	T-to-A	0.0774004790441719
19R	G	0.0568173181530951	T-to-A	0.0848112205788787
19R	O	0.0515862842880706	T-to-A	0.0888809347605619
21R	H	0.0380153676935603	T-to-A	0.0716271652617923
21R	C	0.0423141772989042	T-to-A	0.0607944630515422
21R	G	0.0387167539115761	T-to-A	0.0710233394538167
21R	O	0.03944449518897	T-to-A	0.0740183321877042
22R	H	0.039828391697778	T-to-A	0.0762144098260379
22R	C	0.0423522015337266	T-to-A	0.0717963901133847
22R	G	0.0348147139040332	T-to-A	0.0750530322196799
22R	O	0.0376937024235858	T-to-A	0.0742507166454862
PAR1	H	0.0477958181857547	T-to-A	0.0703247863920781
PAR1	C	0.0495020841985184	T-to-A	0.0617591359235179
PAR1	G	0.0493081307264988	T-to-A	0.0763884279633504
PAR1	O	0.054587106279498	T-to-A	0.0729413178592465
2R	H	0.259791260216615	T-to-C	0.0736276841907404
2R	C	0.264435815242414	T-to-C	0.0661950352341533
2R	G	0.261128435839521	T-to-C	0.0645363118278175
2R	O	0.235273396364547	T-to-C	0.0737162814661651
4R	H	0.332114995744312	T-to-C	0.0819163066047197
4R	C	0.303811155951131	T-to-C	0.0788821935983194
4R	G	0.338896962650777	T-to-C	0.0768738192123238
4R	O	0.301229989862771	T-to-C	0.0793748678393907
5R	H	0.306498245344809	T-to-C	0.0656186691475882
5R	C	0.320342025552707	T-to-C	0.0553569638514872
5R	G	0.306495597788004	T-to-C	0.064798537517712
5R	O	0.277772962015191	T-to-C	0.0696727507891243
6L	H	0.356186527709102	T-to-C	0.0626221901030771
6L	C	0.342660079637588	T-to-C	0.0610886802080193
6L	G	0.362018282159281	T-to-C	0.0654472530459139
6L	O	0.320183081391609	T-to-C	0.0667106387999484
6R	H	0.287284860641122	T-to-C	0.0718465236881071
6R	C	0.275405606810468	T-to-C	0.0714837284776616
6R	G	0.297366218647892	T-to-C	0.0706912181560352
6R	O	0.257512189648882	T-to-C	0.0737574209165158
7R	H	0.266289738067295	T-to-C	0.0789981815602471
7R	C	0.27490222027973	T-to-C	0.0676187956391868
7R	G	0.275396795480651	T-to-C	0.0690088822042348
7R	O	0.245343261447198	T-to-C	0.0718070403097901
8L	H	0.272285064830881	T-to-C	0.084569499020187
8L	C	0.247193900719862	T-to-C	0.0876687608344554
8L	G	0.236063876273531	T-to-C	0.0955827812778226
8L	O	0.239654696919678	T-to-C	0.0756823794491626
8R	H	0.254756005664564	T-to-C	0.0758265481792532
8R	C	0.250376867821646	T-to-C	0.0696645898860093
8R	G	0.238838023975303	T-to-C	0.0828019457011008
8R	O	0.213810072106229	T-to-C	0.0796195613084319
9R	H	0.227895883574844	T-to-C	0.0696447920304172
9R	C	0.234183121625694	T-to-C	0.0676788754889827
9R	G	0.230200823380284	T-to-C	0.0752744785295074
9R	O	0.205124573787287	T-to-C	0.0753099333547009
10L	H	0.266543433883881	T-to-C	0.0806380640034295
10L	C	0.273566336404387	T-to-C	0.0755424752894029
10L	G	0.294251027315645	T-to-C	0.0707074185758505
10L	O	0.263404352872409	T-to-C	0.0748406951440975
10R	H	0.245670362832404	T-to-C	0.0772757684072404
10R	C	0.254199946489571	T-to-C	0.0712378331179781
10R	G	0.257998403703991	T-to-C	0.0730275022588521
10R	O	0.230855558334307	T-to-C	0.0764219518906702
11L	H	0.226242286023369	T-to-C	0.0759830867064011
11L	C	0.202846339956492	T-to-C	0.0705341706168519
11L	G	0.206458204972075	T-to-C	0.0794166963290336
11L	O	0.189194463797613	T-to-C	0.0785950770760927
11R	H	0.32704869198689	T-to-C	0.0819669228862653
11R	C	0.322678290165839	T-to-C	0.0663681227460973
11R	G	0.335806430051467	T-to-C	0.0707535498729445
11R	O	0.299872969456906	T-to-C	0.0724126182447234
12L	H	0.327317355525681	T-to-C	0.0692182954493657
12L	C	0.332064835698617	T-to-C	0.0625808667242131
12L	G	0.355042945400367	T-to-C	0.0604850740693075
12L	O	0.308701739916421	T-to-C	0.0636787352339669
12R	H	0.251416468516422	T-to-C	0.0753089920878723
12R	C	0.264693088560187	T-to-C	0.0594040453312616
12R	G	0.25888642789163	T-to-C	0.0678352686207124
12R	O	0.238308912205924	T-to-C	0.0698844950718398
13R	H	0.26089125239852	T-to-C	0.070001683389788
13R	C	0.265982959272398	T-to-C	0.06062097057404
13R	G	0.272131982673625	T-to-C	0.0674199375422439
13R	O	0.233919643750988	T-to-C	0.0750885013925023
14R	H	0.238871741579855	T-to-C	0.0728733963814628
14R	C	0.236932147100941	T-to-C	0.0654976996435209
14R	G	0.240699199790109	T-to-C	0.0736586645677555
14R	O	0.214343421540197	T-to-C	0.0773826958333405
16L	H	0.212861221695949	T-to-C	0.0828387767122079
16L	C	0.201101284059253	T-to-C	0.0698416446479597
16L	G	0.207482337722461	T-to-C	0.0737202809130005
16L	O	0.203653985090892	T-to-C	0.0778431277676915
16R	H	0.242021349840374	T-to-C	0.0791790331772028
16R	C	0.228514876272287	T-to-C	0.0712621556708209
16R	G	0.238185347511323	T-to-C	0.0783297056088808
16R	O	0.221480937014254	T-to-C	0.0706455404366891
17L	H	0.268820239418596	T-to-C	0.0732361154499366
17L	C	0.285931711587048	T-to-C	0.0666339783516698
17L	G	0.286291624908783	T-to-C	0.0637013719183641
17L	O	0.261644937108724	T-to-C	0.068958552790613
18R	H	0.274749127526357	T-to-C	0.0779747216354103
18R	C	0.280080578654195	T-to-C	0.0688096928402907
18R	G	0.2982574745255	T-to-C	0.0755622122442259
18R	O	0.263644758593171	T-to-C	0.0743876086291864
19L	H	0.207739460324819	T-to-C	0.0833586524099635
19L	C	0.208243462711908	T-to-C	0.0725050836793948
19L	G	0.212167733482912	T-to-C	0.0789677497880051
19L	O	0.189732782821757	T-to-C	0.0809851570440535
19R	H	0.276140360569398	T-to-C	0.0853743500972936
19R	C	0.278073212766559	T-to-C	0.0774004790441719
19R	G	0.27600643632834	T-to-C	0.0848112205788787
19R	O	0.240866054091297	T-to-C	0.0888809347605619
21R	H	0.255891446996781	T-to-C	0.0716271652617923
21R	C	0.250427090188221	T-to-C	0.0607944630515422
21R	G	0.243238302449125	T-to-C	0.0710233394538167
21R	O	0.231093018306965	T-to-C	0.0740183321877042
22R	H	0.258291519298697	T-to-C	0.0762144098260379
22R	C	0.239357852490295	T-to-C	0.0717963901133847
22R	G	0.249112144725831	T-to-C	0.0750530322196799
22R	O	0.230883864693632	T-to-C	0.0742507166454862
PAR1	H	0.293539898082302	T-to-C	0.0703247863920781
PAR1	C	0.277059686138141	T-to-C	0.0617591359235179
PAR1	G	0.28127119255465	T-to-C	0.0763884279633504
PAR1	O	0.246930578779709	T-to-C	0.0729413178592465
2R	H	0.0642998580530583	T-to-G	0.0736276841907404
2R	C	0.0759356616384059	T-to-G	0.0661950352341533
2R	G	0.0677474085479778	T-to-G	0.0645363118278175
2R	O	0.0609490372904902	T-to-G	0.0737162814661651
4R	H	0.0925777544061282	T-to-G	0.0819163066047197
4R	C	0.0939908231521919	T-to-G	0.0788821935983194
4R	G	0.0886589885191106	T-to-G	0.0768738192123238
4R	O	0.07581776220438	T-to-G	0.0793748678393907
5R	H	0.0828146097290915	T-to-G	0.0656186691475882
5R	C	0.0937986683160285	T-to-G	0.0553569638514872
5R	G	0.0924199399442514	T-to-G	0.064798537517712
5R	O	0.0786314131342376	T-to-G	0.0696727507891243
6L	H	0.0929155550242614	T-to-G	0.0626221901030771
6L	C	0.104500107350655	T-to-G	0.0610886802080193
6L	G	0.0892826300535337	T-to-G	0.0654472530459139
6L	O	0.0928272747059993	T-to-G	0.0667106387999484
6R	H	0.0816385618277212	T-to-G	0.0718465236881071
6R	C	0.0819252857270143	T-to-G	0.0714837284776616
6R	G	0.0748611575642832	T-to-G	0.0706912181560352
6R	O	0.0673662476318409	T-to-G	0.0737574209165158
7R	H	0.0722794980590413	T-to-G	0.0789981815602471
7R	C	0.0806949533579954	T-to-G	0.0676187956391868
7R	G	0.0714648160245022	T-to-G	0.0690088822042348
7R	O	0.0643912335990443	T-to-G	0.0718070403097901
8L	H	0.0863538437140337	T-to-G	0.084569499020187
8L	C	0.0784898299261974	T-to-G	0.0876687608344554
8L	G	0.0758695517178454	T-to-G	0.0955827812778226
8L	O	0.0651495919825208	T-to-G	0.0756823794491626
8R	H	0.0614848868464117	T-to-G	0.0758265481792532
8R	C	0.0692672718724915	T-to-G	0.0696645898860093
8R	G	0.0555920001663639	T-to-G	0.0828019457011008
8R	O	0.0526349200789797	T-to-G	0.0796195613084319
9R	H	0.0556923973510762	T-to-G	0.0696447920304172
9R	C	0.0644715162326188	T-to-G	0.0676788754889827
9R	G	0.0588964668977677	T-to-G	0.0752744785295074
9R	O	0.0551170233588447	T-to-G	0.0753099333547009
10L	H	0.0797382975128352	T-to-G	0.0806380640034295
10L	C	0.0778392671060187	T-to-G	0.0755424752894029
10L	G	0.0816737174798176	T-to-G	0.0707074185758505
10L	O	0.0715834224528327	T-to-G	0.0748406951440975
10R	H	0.0652436842907372	T-to-G	0.0772757684072404
10R	C	0.0757737753267144	T-to-G	0.0712378331179781
10R	G	0.0659159184113571	T-to-G	0.0730275022588521
10R	O	0.0586198691861491	T-to-G	0.0764219518906702
11L	H	0.0573391699921837	T-to-G	0.0759830867064011
11L	C	0.0566399455886858	T-to-G	0.0705341706168519
11L	G	0.0493900995752108	T-to-G	0.0794166963290336
11L	O	0.0444856300763834	T-to-G	0.0785950770760927
11R	H	0.0869232557387699	T-to-G	0.0819669228862653
11R	C	0.0959295961371224	T-to-G	0.0663681227460973
11R	G	0.0869699816012861	T-to-G	0.0707535498729445
11R	O	0.0855553465274335	T-to-G	0.0724126182447234
12L	H	0.0889821062957341	T-to-G	0.0692182954493657
12L	C	0.100422935674794	T-to-G	0.0625808667242131
12L	G	0.0883534310769585	T-to-G	0.0604850740693075
12L	O	0.084038898172812	T-to-G	0.0636787352339669
12R	H	0.0693020153482982	T-to-G	0.0753089920878723
12R	C	0.0772438730254703	T-to-G	0.0594040453312616
12R	G	0.0692967832717228	T-to-G	0.0678352686207124
12R	O	0.0635937943716902	T-to-G	0.0698844950718398
13R	H	0.0784124205592209	T-to-G	0.070001683389788
13R	C	0.0763308412630746	T-to-G	0.06062097057404
13R	G	0.0694309494542459	T-to-G	0.0674199375422439
13R	O	0.0617971903898645	T-to-G	0.0750885013925023
14R	H	0.0580677226145865	T-to-G	0.0728733963814628
14R	C	0.0695728344657384	T-to-G	0.0654976996435209
14R	G	0.0592778433687524	T-to-G	0.0736586645677555
14R	O	0.0546975050972023	T-to-G	0.0773826958333405
16L	H	0.0590472386592053	T-to-G	0.0828387767122079
16L	C	0.0616735512487895	T-to-G	0.0698416446479597
16L	G	0.0574036479705132	T-to-G	0.0737202809130005
16L	O	0.0511495782277317	T-to-G	0.0778431277676915
16R	H	0.069812791685468	T-to-G	0.0791790331772028
16R	C	0.0779428523742838	T-to-G	0.0712621556708209
16R	G	0.0640959247271133	T-to-G	0.0783297056088808
16R	O	0.0628470857834359	T-to-G	0.0706455404366891
17L	H	0.0792976969954536	T-to-G	0.0732361154499366
17L	C	0.0837813579526804	T-to-G	0.0666339783516698
17L	G	0.0783133801533279	T-to-G	0.0637013719183641
17L	O	0.0811757882000832	T-to-G	0.068958552790613
18R	H	0.0699312033304735	T-to-G	0.0779747216354103
18R	C	0.0833013621415336	T-to-G	0.0688096928402907
18R	G	0.0775673989727871	T-to-G	0.0755622122442259
18R	O	0.0724397713669788	T-to-G	0.0743876086291864
19L	H	0.0589368088360952	T-to-G	0.0833586524099635
19L	C	0.0647941467320709	T-to-G	0.0725050836793948
19L	G	0.0536581108941564	T-to-G	0.0789677497880051
19L	O	0.0519870380015206	T-to-G	0.0809851570440535
19R	H	0.0682328784781688	T-to-G	0.0853743500972936
19R	C	0.0870237418812058	T-to-G	0.0774004790441719
19R	G	0.0638866389727933	T-to-G	0.0848112205788787
19R	O	0.0646874860601214	T-to-G	0.0888809347605619
21R	H	0.0717122239003087	T-to-G	0.0716271652617923
21R	C	0.0703335199499736	T-to-G	0.0607944630515422
21R	G	0.0635717259242175	T-to-G	0.0710233394538167
21R	O	0.061042644093978	T-to-G	0.0740183321877042
22R	H	0.0651110601581252	T-to-G	0.0762144098260379
22R	C	0.0754815740801661	T-to-G	0.0717963901133847
22R	G	0.0630564907822635	T-to-G	0.0750530322196799
22R	O	0.059062399903792	T-to-G	0.0742507166454862
PAR1	H	0.0864607711339476	T-to-G	0.0703247863920781
PAR1	C	0.111264666502389	T-to-G	0.0617591359235179
PAR1	G	0.0886299689777073	T-to-G	0.0763884279633504
PAR1	O	0.0776387378391571	T-to-G	0.0729413178592465
