B	sp	B_full	mType
0.352063371255429	HUM	0.406870184445458	TS (CpG-)
0.322993226352587	HUM	0.406870184445458	TS (CpG-)
0.421630394628764	HUM	0.406870184445458	TS (CpG-)
0.375528074269472	HUM	0.406870184445458	TS (CpG-)
0.281027289034016	GGG	0.331113810112022	TS (CpG-)
0.404495879306423	GGG	0.331113810112022	TS (CpG-)
0.290524057767928	GGG	0.331113810112022	TS (CpG-)
0.444792397163853	GGG	0.331113810112022	TS (CpG-)
0.210421895193289	GGG	0.331113810112022	TS (CpG-)
0.302377928047441	GGG	0.331113810112022	TS (CpG-)
0.211950574239592	GGG	0.331113810112022	TS (CpG-)
0.29446511150402	GGG	0.331113810112022	TS (CpG-)
0.294551440412032	GGG	0.331113810112022	TS (CpG-)
0.389712838427064	GGG	0.331113810112022	TS (CpG-)
0.325645376206705	GGG	0.331113810112022	TS (CpG-)
0.188206741806387	GGG	0.331113810112022	TS (CpG-)
0.319644360568009	GGG	0.331113810112022	TS (CpG-)
0.351893968722999	GGG	0.331113810112022	TS (CpG-)
0.345112982588866	GGG	0.331113810112022	TS (CpG-)
0.245075663485369	GGG	0.331113810112022	TS (CpG-)
0.30885722609414	GGG	0.331113810112022	TS (CpG-)
0.255223641102628	GGG	0.331113810112022	TS (CpG-)
0.325425716150848	GGG	0.331113810112022	TS (CpG-)
0.533488598488572	GGG	0.331113810112022	TS (CpG-)
0.247772239630843	GGG	0.331113810112022	TS (CpG-)
0.41023931169946	GGG	0.331113810112022	TS (CpG-)
0.394547217998499	GGG	0.331113810112022	TS (CpG-)
0.48338757620108	GGG	0.331113810112022	TS (CpG-)
0.28688451532875	GGG	0.331113810112022	TS (CpG-)
0.30020956953902	GGG	0.331113810112022	TS (CpG-)
0.513862473681773	GGG	0.331113810112022	TS (CpG-)
0.290461979876615	GGG	0.331113810112022	TS (CpG-)
0.326670007897489	GGG	0.331113810112022	TS (CpG-)
0.418664346542868	GGG	0.331113810112022	TS (CpG-)
0.32091221187756	GGG	0.331113810112022	TS (CpG-)
0.3757315989076	GGG	0.331113810112022	TS (CpG-)
0.317933548813031	GGG	0.331113810112022	TS (CpG-)
0.388488303467813	GGG	0.331113810112022	TS (CpG-)
0.345224749787444	GGG	0.331113810112022	TS (CpG-)
0.383451136981529	GGG	0.331113810112022	TS (CpG-)
0.227358745766148	GGG	0.331113810112022	TS (CpG-)
0.39271086989605	GGG	0.331113810112022	TS (CpG-)
0.211082181800857	GGG	0.331113810112022	TS (CpG-)
0.293280410952995	GGG	0.331113810112022	TS (CpG-)
0.402219107097591	GGG	0.331113810112022	TS (CpG-)
0.228867098734218	GGG	0.331113810112022	TS (CpG-)
0.393200885082103	GGG	0.331113810112022	TS (CpG-)
0.347647683059519	GGG	0.331113810112022	TS (CpG-)
0.289538217550719	GGG	0.331113810112022	TS (CpG-)
0.284513998451608	GGG	0.331113810112022	TS (CpG-)
0.242546670545089	GGG	0.331113810112022	TS (CpG-)
0.40015920401304	GGG	0.331113810112022	TS (CpG-)
0.253332088817989	GGG	0.331113810112022	TS (CpG-)
0.363002324871767	GGG	0.331113810112022	TS (CpG-)
0.400143112910312	GGG	0.331113810112022	TS (CpG-)
0.231914395439985	GGG	0.331113810112022	TS (CpG-)
0.214659896039203	GGG	0.331113810112022	TS (CpG-)
0.413119806093737	GGG	0.331113810112022	TS (CpG-)
0.345717368209394	GGG	0.331113810112022	TS (CpG-)
0.392745518911204	GGG	0.331113810112022	TS (CpG-)
0.400023871132384	GGG	0.331113810112022	TS (CpG-)
0.235940713409433	GGG	0.331113810112022	TS (CpG-)
0.491111676075787	GGG	0.331113810112022	TS (CpG-)
0.343471201483019	GGG	0.331113810112022	TS (CpG-)
0.318256118979263	GGG	0.331113810112022	TS (CpG-)
0.307884661788169	GGG	0.331113810112022	TS (CpG-)
0.262395259300586	GGG	0.331113810112022	TS (CpG-)
0.243452819713282	GGG	0.331113810112022	TS (CpG-)
0.297203299126966	GGG	0.331113810112022	TS (CpG-)
0.326230570025605	GGG	0.331113810112022	TS (CpG-)
0.405621821620749	GGG	0.331113810112022	TS (CpG-)
0.254192011647293	GGG	0.331113810112022	TS (CpG-)
0.238906452247714	GGG	0.331113810112022	TS (CpG-)
0.393212981733292	GGG	0.331113810112022	TS (CpG-)
0.259520889587519	GGG	0.331113810112022	TS (CpG-)
0.38821942428169	GGG	0.331113810112022	TS (CpG-)
0.253183302599524	GGG	0.331113810112022	TS (CpG-)
0.301273948032512	GGG	0.331113810112022	TS (CpG-)
0.392292685489804	GGG	0.331113810112022	TS (CpG-)
0.385246942406152	GGG	0.331113810112022	TS (CpG-)
0.391988992894658	GGG	0.331113810112022	TS (CpG-)
0.35822704207099	GGG	0.331113810112022	TS (CpG-)
0.240614717878035	GGG	0.331113810112022	TS (CpG-)
0.400872055121864	GGG	0.331113810112022	TS (CpG-)
0.374893821392997	GGG	0.331113810112022	TS (CpG-)
0.371722423776404	GGG	0.331113810112022	TS (CpG-)
0.263217955281805	GGG	0.331113810112022	TS (CpG-)
0.356988879542012	GGG	0.331113810112022	TS (CpG-)
0.303742113296742	GGG	0.331113810112022	TS (CpG-)
0.361948943155787	GGG	0.331113810112022	TS (CpG-)
0.367301939616329	GGG	0.331113810112022	TS (CpG-)
0.274099763189483	GGG	0.331113810112022	TS (CpG-)
0.294825975522124	GGG	0.331113810112022	TS (CpG-)
0.326710813677061	GGG	0.331113810112022	TS (CpG-)
0.251581688920989	GGG	0.331113810112022	TS (CpG-)
0.239318607274338	GGG	0.331113810112022	TS (CpG-)
0.340957553238422	GGG	0.331113810112022	TS (CpG-)
0.337795936176561	GGG	0.331113810112022	TS (CpG-)
0.411920167411317	GGG	0.331113810112022	TS (CpG-)
0.321396894949268	GGG	0.331113810112022	TS (CpG-)
0.326361943548953	GGG	0.331113810112022	TS (CpG-)
0.249659365337683	GGG	0.331113810112022	TS (CpG-)
0.31105558019409	GGG	0.331113810112022	TS (CpG-)
0.401166771460508	GGG	0.331113810112022	TS (CpG-)
0.242888322222716	PPA	0.285503627425704	TS (CpG-)
0.146565108529184	PPA	0.285503627425704	TS (CpG-)
0.0100352798434988	PPA	0.285503627425704	TS (CpG-)
0.49296851562265	PPA	0.285503627425704	TS (CpG-)
0.26719772706735	PPA	0.285503627425704	TS (CpG-)
0.255008755186868	PPA	0.285503627425704	TS (CpG-)
0.242142961540185	PPA	0.285503627425704	TS (CpG-)
0.423674812836469	PPA	0.285503627425704	TS (CpG-)
0.364404564892559	PPA	0.285503627425704	TS (CpG-)
0.388414118439983	PPA	0.285503627425704	TS (CpG-)
0.107265131986593	PPA	0.285503627425704	TS (CpG-)
0.476799192136396	PPA	0.285503627425704	TS (CpG-)
0.232931534781208	PPA	0.285503627425704	TS (CpG-)
0.376530253041902	PPA	0.285503627425704	TS (CpG-)
0.463451793895078	PPA	0.285503627425704	TS (CpG-)
0.182124229982132	PPA	0.285503627425704	TS (CpG-)
0.0866898161674174	PPA	0.285503627425704	TS (CpG-)
0.184571485080833	PPA	0.285503627425704	TS (CpG-)
0.31855062333553	PPA	0.285503627425704	TS (CpG-)
0.22941207792506	PPA	0.285503627425704	TS (CpG-)
0.157251003318672	PPA	0.285503627425704	TS (CpG-)
0.343422002476527	PPA	0.285503627425704	TS (CpG-)
0.483744498417753	PPA	0.285503627425704	TS (CpG-)
0.221847224531899	PPA	0.285503627425704	TS (CpG-)
0.346515680912807	PPA	0.285503627425704	TS (CpG-)
0.278084472624188	PPA	0.285503627425704	TS (CpG-)
0.114899188159814	PPA	0.285503627425704	TS (CpG-)
0.240491440486854	PPA	0.285503627425704	TS (CpG-)
0.413752326055263	PPA	0.285503627425704	TS (CpG-)
0.262818812062105	PPA	0.285503627425704	TS (CpG-)
0.315890335998127	PPA	0.285503627425704	TS (CpG-)
0.415403574393545	PPA	0.285503627425704	TS (CpG-)
0.310294400626	PPA	0.285503627425704	TS (CpG-)
0.348407158285349	PPA	0.285503627425704	TS (CpG-)
0.268300106601746	PPA	0.285503627425704	TS (CpG-)
0.282243036992389	PPA	0.285503627425704	TS (CpG-)
0.40489762255871	PPA	0.285503627425704	TS (CpG-)
0.159768449310343	PPA	0.285503627425704	TS (CpG-)
0.113185512234372	PPA	0.285503627425704	TS (CpG-)
0.468163485504106	PPA	0.285503627425704	TS (CpG-)
0.0247862023830981	PPA	0.285503627425704	TS (CpG-)
0.237641688919478	PPA	0.285503627425704	TS (CpG-)
0.119919679662172	PPA	0.285503627425704	TS (CpG-)
0.197681738231624	PPA	0.285503627425704	TS (CpG-)
0.0808686886131128	PPA	0.285503627425704	TS (CpG-)
0.153431834232371	PPA	0.285503627425704	TS (CpG-)
0.259577283480224	PPA	0.285503627425704	TS (CpG-)
0.211086712022633	PPA	0.285503627425704	TS (CpG-)
0.20496475148052	PPA	0.285503627425704	TS (CpG-)
0.288969915637572	PPA	0.285503627425704	TS (CpG-)
0.507110494572101	PPA	0.285503627425704	TS (CpG-)
0.243361430102964	PPA	0.285503627425704	TS (CpG-)
0.207175677507298	PPA	0.285503627425704	TS (CpG-)
0.31005386392627	PPA	0.285503627425704	TS (CpG-)
0.486254019258184	PPA	0.285503627425704	TS (CpG-)
0.214720207033365	PPA	0.285503627425704	TS (CpG-)
0.294449745236946	PPA	0.285503627425704	TS (CpG-)
0.219544884254021	PPA	0.285503627425704	TS (CpG-)
0.085910059817007	PPA	0.285503627425704	TS (CpG-)
0.276031616960565	PPA	0.285503627425704	TS (CpG-)
0.313890745740321	PPA	0.285503627425704	TS (CpG-)
0.416826422330045	PPA	0.285503627425704	TS (CpG-)
0.326823262670069	PPA	0.285503627425704	TS (CpG-)
0.350659465022378	PPA	0.285503627425704	TS (CpG-)
0.204683374838216	PPA	0.285503627425704	TS (CpG-)
0.364548764546505	PPA	0.285503627425704	TS (CpG-)
0.379469042969966	PPA	0.285503627425704	TS (CpG-)
0.499106218296408	PPA	0.285503627425704	TS (CpG-)
0.471359003645146	PPA	0.285503627425704	TS (CpG-)
0.247853786165371	PPA	0.285503627425704	TS (CpG-)
0.491270781409714	PPA	0.285503627425704	TS (CpG-)
-0.0117368022707665	PPA	0.285503627425704	TS (CpG-)
0.25061074570361	PPA	0.285503627425704	TS (CpG-)
0.105734390802676	PPA	0.285503627425704	TS (CpG-)
0.190818442245073	PPA	0.285503627425704	TS (CpG-)
0.182765058181177	PPA	0.285503627425704	TS (CpG-)
0.480029787895296	PPA	0.285503627425704	TS (CpG-)
0.309620143983104	PPA	0.285503627425704	TS (CpG-)
0.283275182144451	PPA	0.285503627425704	TS (CpG-)
0.388933657463978	PPA	0.285503627425704	TS (CpG-)
0.390575817718705	PPA	0.285503627425704	TS (CpG-)
0.191355714686769	PPA	0.285503627425704	TS (CpG-)
0.195162303386792	PPA	0.285503627425704	TS (CpG-)
0.092632540015093	PPA	0.285503627425704	TS (CpG-)
0.420600681928087	PPA	0.285503627425704	TS (CpG-)
0.407182832242409	PPA	0.285503627425704	TS (CpG-)
0.311778901559273	PPA	0.285503627425704	TS (CpG-)
0.191938774394177	PPA	0.285503627425704	TS (CpG-)
0.313183382438231	PPA	0.285503627425704	TS (CpG-)
0.415672144116111	PPA	0.285503627425704	TS (CpG-)
0.261923963444515	PPA	0.285503627425704	TS (CpG-)
0.398607347879264	PPA	0.285503627425704	TS (CpG-)
0.251378676467779	PPA	0.285503627425704	TS (CpG-)
0.17220516398427	PPA	0.285503627425704	TS (CpG-)
0.445200946386335	PPA	0.285503627425704	TS (CpG-)
0.420039212207034	PPA	0.285503627425704	TS (CpG-)
0.341567709254306	PPA	0.285503627425704	TS (CpG-)
0.252720506797835	PPA	0.285503627425704	TS (CpG-)
0.294410524197997	PPA	0.285503627425704	TS (CpG-)
0.0228042837339488	PPA	0.285503627425704	TS (CpG-)
0.439813952795662	PTE	0.455290892984088	TS (CpG-)
0.552700939437932	PTE	0.455290892984088	TS (CpG-)
0.401222024375553	PTE	0.455290892984088	TS (CpG-)
0.386334076517118	PTE	0.455290892984088	TS (CpG-)
0.450860110986284	PTE	0.455290892984088	TS (CpG-)
0.449511848427159	PTE	0.455290892984088	TS (CpG-)
0.46508057960455	PTE	0.455290892984088	TS (CpG-)
0.532922133158579	PTE	0.455290892984088	TS (CpG-)
0.572189767509684	PTE	0.455290892984088	TS (CpG-)
0.583893254316254	PTE	0.455290892984088	TS (CpG-)
0.48517503877413	PTE	0.455290892984088	TS (CpG-)
0.546981066003636	PTE	0.455290892984088	TS (CpG-)
0.468821594205107	PTE	0.455290892984088	TS (CpG-)
0.432047233477604	PTE	0.455290892984088	TS (CpG-)
0.365330220420139	PTE	0.455290892984088	TS (CpG-)
0.692861641303944	PTE	0.455290892984088	TS (CpG-)
0.634940827349774	PTE	0.455290892984088	TS (CpG-)
0.436568819597742	PTE	0.455290892984088	TS (CpG-)
0.483381700243909	PTE	0.455290892984088	TS (CpG-)
0.34915956604153	PTE	0.455290892984088	TS (CpG-)
0.523667102960203	PTE	0.455290892984088	TS (CpG-)
0.507147858326832	PTE	0.455290892984088	TS (CpG-)
0.548014256622865	PTE	0.455290892984088	TS (CpG-)
0.53058649188967	PTE	0.455290892984088	TS (CpG-)
0.704474009677794	PTE	0.455290892984088	TS (CpG-)
0.246569168446893	PTE	0.455290892984088	TS (CpG-)
0.315036271647749	PTE	0.455290892984088	TS (CpG-)
0.493054604100309	PTE	0.455290892984088	TS (CpG-)
0.459410985470262	PTE	0.455290892984088	TS (CpG-)
0.393348472428059	PTE	0.455290892984088	TS (CpG-)
0.486814477845251	PTE	0.455290892984088	TS (CpG-)
0.30316973118489	PTE	0.455290892984088	TS (CpG-)
0.53767202747158	PTE	0.455290892984088	TS (CpG-)
0.610545806611401	PTE	0.455290892984088	TS (CpG-)
0.709182036467961	PTE	0.455290892984088	TS (CpG-)
0.423022505817698	PTE	0.455290892984088	TS (CpG-)
0.393609154389348	PTE	0.455290892984088	TS (CpG-)
0.465435589892712	PTE	0.455290892984088	TS (CpG-)
0.407852028826941	PTE	0.455290892984088	TS (CpG-)
0.367848234722171	PTE	0.455290892984088	TS (CpG-)
0.56516727151469	PTE	0.455290892984088	TS (CpG-)
0.455113957867331	PTE	0.455290892984088	TS (CpG-)
0.616468939844399	PTE	0.455290892984088	TS (CpG-)
0.38307663312631	PTE	0.455290892984088	TS (CpG-)
0.684247788051534	PTE	0.455290892984088	TS (CpG-)
0.494787036266553	PTE	0.455290892984088	TS (CpG-)
0.557135946619429	PTE	0.455290892984088	TS (CpG-)
0.567384614284541	PTE	0.455290892984088	TS (CpG-)
0.394275395838127	PTE	0.455290892984088	TS (CpG-)
0.536767125460325	PTE	0.455290892984088	TS (CpG-)
0.341640149576765	PTE	0.455290892984088	TS (CpG-)
0.477521508805419	PTE	0.455290892984088	TS (CpG-)
0.465512985227462	PTE	0.455290892984088	TS (CpG-)
0.289277575005076	PTE	0.455290892984088	TS (CpG-)
0.563522199395525	PTE	0.455290892984088	TS (CpG-)
0.583925805481911	PTE	0.455290892984088	TS (CpG-)
0.537902154322461	PTE	0.455290892984088	TS (CpG-)
0.475202283908102	PTE	0.455290892984088	TS (CpG-)
0.453301278038783	PTE	0.455290892984088	TS (CpG-)
0.272195443622114	PTE	0.455290892984088	TS (CpG-)
0.336999867012981	PTE	0.455290892984088	TS (CpG-)
0.38484069171661	PTE	0.455290892984088	TS (CpG-)
0.643321432642164	PTE	0.455290892984088	TS (CpG-)
0.454824760546218	PTE	0.455290892984088	TS (CpG-)
0.238053258080222	PTE	0.455290892984088	TS (CpG-)
0.529834112578103	PTE	0.455290892984088	TS (CpG-)
0.442366416625113	PTE	0.455290892984088	TS (CpG-)
0.455723410514631	PTE	0.455290892984088	TS (CpG-)
0.319091610211918	PTE	0.455290892984088	TS (CpG-)
0.554199302749384	PTE	0.455290892984088	TS (CpG-)
0.41136181688271	PTE	0.455290892984088	TS (CpG-)
0.427286750276417	PTE	0.455290892984088	TS (CpG-)
0.397502369211105	PTE	0.455290892984088	TS (CpG-)
0.438951845400169	PTE	0.455290892984088	TS (CpG-)
0.566758920425988	PTE	0.455290892984088	TS (CpG-)
0.277811126312513	PTE	0.455290892984088	TS (CpG-)
0.305153127883496	PTE	0.455290892984088	TS (CpG-)
0.380384117193819	PTE	0.455290892984088	TS (CpG-)
0.481387312962278	PTE	0.455290892984088	TS (CpG-)
0.314848814322897	PTE	0.455290892984088	TS (CpG-)
0.565388872991471	PTE	0.455290892984088	TS (CpG-)
0.396425728709003	PTE	0.455290892984088	TS (CpG-)
0.500658457884041	PTE	0.455290892984088	TS (CpG-)
0.575175338761148	PTE	0.455290892984088	TS (CpG-)
0.601112123456578	PTE	0.455290892984088	TS (CpG-)
0.283354033244755	PTE	0.455290892984088	TS (CpG-)
0.465686113067314	PTE	0.455290892984088	TS (CpG-)
0.430192859341297	PTE	0.455290892984088	TS (CpG-)
0.514657093950334	PTE	0.455290892984088	TS (CpG-)
0.517219162397684	PTE	0.455290892984088	TS (CpG-)
0.552519309061402	PTE	0.455290892984088	TS (CpG-)
0.54896128268386	PTE	0.455290892984088	TS (CpG-)
0.555366686942958	PTE	0.455290892984088	TS (CpG-)
0.437652164499856	PTE	0.455290892984088	TS (CpG-)
0.452431063897711	PTE	0.455290892984088	TS (CpG-)
0.472352020334166	PTE	0.455290892984088	TS (CpG-)
0.421641466168876	PTE	0.455290892984088	TS (CpG-)
0.543655208066157	PTE	0.455290892984088	TS (CpG-)
0.233706232714744	PTE	0.455290892984088	TS (CpG-)
0.378903637516344	PTE	0.455290892984088	TS (CpG-)
0.342783897315172	PTS	0.393534430869842	TS (CpG-)
0.423126934816432	PTS	0.393534430869842	TS (CpG-)
0.366851382457608	PTS	0.393534430869842	TS (CpG-)
0.363525000048819	PTS	0.393534430869842	TS (CpG-)
0.401188347985587	PTS	0.393534430869842	TS (CpG-)
0.258305704753544	PTS	0.393534430869842	TS (CpG-)
0.397363509460598	PTS	0.393534430869842	TS (CpG-)
0.352172804899811	PTS	0.393534430869842	TS (CpG-)
0.38490711430971	PTS	0.393534430869842	TS (CpG-)
0.409017282138059	PTS	0.393534430869842	TS (CpG-)
0.362210718911063	PTS	0.393534430869842	TS (CpG-)
0.436274616485185	PTS	0.393534430869842	TS (CpG-)
0.476014973726433	PTS	0.393534430869842	TS (CpG-)
0.368815977252823	PTS	0.393534430869842	TS (CpG-)
0.314892420249677	PTS	0.393534430869842	TS (CpG-)
0.420183886018356	PTS	0.393534430869842	TS (CpG-)
0.377948936974289	PTS	0.393534430869842	TS (CpG-)
0.39007475371983	PTS	0.393534430869842	TS (CpG-)
0.302815495290228	PTS	0.393534430869842	TS (CpG-)
0.493921309898559	PTS	0.393534430869842	TS (CpG-)
0.231982359449991	PTS	0.393534430869842	TS (CpG-)
0.301818927970696	PTS	0.393534430869842	TS (CpG-)
0.324030317770864	PTS	0.393534430869842	TS (CpG-)
0.43892394920958	PTS	0.393534430869842	TS (CpG-)
0.414183131109157	PTS	0.393534430869842	TS (CpG-)
0.465046358228219	PTS	0.393534430869842	TS (CpG-)
0.451357537846835	PTS	0.393534430869842	TS (CpG-)
0.42578744244419	PTS	0.393534430869842	TS (CpG-)
0.295555527077369	PTS	0.393534430869842	TS (CpG-)
0.347849227125269	PTS	0.393534430869842	TS (CpG-)
0.469947378732345	PTS	0.393534430869842	TS (CpG-)
0.295710283468684	PTS	0.393534430869842	TS (CpG-)
0.469468986521605	PTS	0.393534430869842	TS (CpG-)
0.448508364484725	PTS	0.393534430869842	TS (CpG-)
0.303335249095434	PTS	0.393534430869842	TS (CpG-)
0.35534813108686	PTS	0.393534430869842	TS (CpG-)
0.317959653298919	PTS	0.393534430869842	TS (CpG-)
0.458559820485522	PTS	0.393534430869842	TS (CpG-)
0.475988781915912	PTS	0.393534430869842	TS (CpG-)
0.523195469232859	PTS	0.393534430869842	TS (CpG-)
0.493915681360683	PTS	0.393534430869842	TS (CpG-)
0.441234532217292	PTS	0.393534430869842	TS (CpG-)
0.392087163402762	PTS	0.393534430869842	TS (CpG-)
0.297249881300156	PTS	0.393534430869842	TS (CpG-)
0.31499212650409	PTS	0.393534430869842	TS (CpG-)
0.482463167708669	PTS	0.393534430869842	TS (CpG-)
0.502474997001424	PTS	0.393534430869842	TS (CpG-)
0.437751325469496	PTS	0.393534430869842	TS (CpG-)
0.430849794522071	PTS	0.393534430869842	TS (CpG-)
0.37547786306078	PTS	0.393534430869842	TS (CpG-)
0.366111582766699	PTS	0.393534430869842	TS (CpG-)
0.299942422159811	PTS	0.393534430869842	TS (CpG-)
0.436560616215188	PTS	0.393534430869842	TS (CpG-)
0.388197077437218	PTS	0.393534430869842	TS (CpG-)
0.48657540426028	PTS	0.393534430869842	TS (CpG-)
0.472270210242392	PTS	0.393534430869842	TS (CpG-)
0.36410880974563	PTS	0.393534430869842	TS (CpG-)
0.504673369647967	PTS	0.393534430869842	TS (CpG-)
0.369100899816322	PTS	0.393534430869842	TS (CpG-)
0.508360429331819	PTS	0.393534430869842	TS (CpG-)
0.460056735213162	PTS	0.393534430869842	TS (CpG-)
0.429350960649513	PTS	0.393534430869842	TS (CpG-)
0.329388406263738	PTS	0.393534430869842	TS (CpG-)
0.39437176607839	PTS	0.393534430869842	TS (CpG-)
0.423038926630317	PTS	0.393534430869842	TS (CpG-)
0.318846880090216	PTS	0.393534430869842	TS (CpG-)
0.357519087000179	PTS	0.393534430869842	TS (CpG-)
0.372183524504233	PTS	0.393534430869842	TS (CpG-)
0.439005471656786	PTS	0.393534430869842	TS (CpG-)
0.390035164436133	PTS	0.393534430869842	TS (CpG-)
0.395981439536259	PTS	0.393534430869842	TS (CpG-)
0.42200265760177	PTS	0.393534430869842	TS (CpG-)
0.513403608861605	PTS	0.393534430869842	TS (CpG-)
0.276912372334262	PTS	0.393534430869842	TS (CpG-)
0.424764966563122	PTS	0.393534430869842	TS (CpG-)
0.216805150137828	PTS	0.393534430869842	TS (CpG-)
0.425810809723867	PTS	0.393534430869842	TS (CpG-)
0.400153073647686	PTS	0.393534430869842	TS (CpG-)
0.275804602286596	PTS	0.393534430869842	TS (CpG-)
0.334440142516534	PTS	0.393534430869842	TS (CpG-)
0.396123980246672	PTS	0.393534430869842	TS (CpG-)
