param	nCall	pType	spAbbr3	POS
0.00198950805136962	9899	θ	HUM (N=29172)	2430001
0.00198624661851276	10000	θ	HUM (N=29172)	2440001
0.00217750220777623	9972	θ	HUM (N=29172)	2450001
0.00213774000467051	10000	θ	HUM (N=29172)	2460001
0.00367287467697138	9945	θ	HUM (N=29172)	2470001
0.00184438229994737	9674	θ	HUM (N=29172)	2480001
0.00096127423401026	9806	θ	HUM (N=29172)	2490001
0.00153695709488653	8652	θ	HUM (N=29172)	2500001
0.00414555582701591	8202	θ	HUM (N=29172)	250001
0.00128297244374791	9840	θ	HUM (N=29172)	2510001
0.00157362488189799	9734	θ	HUM (N=29172)	2520001
0.00213774000467051	10000	θ	HUM (N=29172)	2530001
0.00154116758229148	9939	θ	HUM (N=29172)	2540001
0.00195258142158881	10000	θ	HUM (N=29172)	2550001
0.00181792063389303	10000	θ	HUM (N=29172)	2560001
0.00203558774347995	8848	θ	HUM (N=29172)	2570001
0.00111399137325449	8915	θ	HUM (N=29172)	2580001
0.000982085012367374	9941	θ	HUM (N=29172)	2590001
0.00135487977452861	9442	θ	HUM (N=29172)	2600001
0.00437917718205601	7726	θ	HUM (N=29172)	260001
0.00156543165696344	10000	θ	HUM (N=29172)	2610001
0.00111563717462361	9958	θ	HUM (N=29172)	2620001
0.00181792063389303	10000	θ	HUM (N=29172)	2630001
0.00203674441389867	10000	θ	HUM (N=29172)	2640001
0.00227861685915807	9234	θ	HUM (N=29172)	2650001
0.00225556819390432	10000	θ	HUM (N=29172)	2660001
0.00227240079236629	10000	θ	HUM (N=29172)	2670001
0.00135011818423682	9974	θ	HUM (N=29172)	2680001
0.00226542013729208	9585	θ	HUM (N=29172)	2690001
0.00158226425542542	10000	θ	HUM (N=29172)	2700001
0.00442230038202422	4834	θ	HUM (N=29172)	270001
0.00169325002132306	9941	θ	HUM (N=29172)	2710001
0.00161592945234936	10000	θ	HUM (N=29172)	2720001
0.00203067438970212	9947	θ	HUM (N=29172)	2730001
0.00159108091903984	9733	θ	HUM (N=29172)	2740001
0.00291975138519898	7264	θ	HUM (N=29172)	280001
0.00361488344938773	7916	θ	HUM (N=29172)	290001
0.00369850908619827	9603	θ	HUM (N=29172)	300001
0.00549808492476489	9154	θ	HUM (N=29172)	330001
0.00412885374879443	6156	θ	HUM (N=29172)	340001
0.00307436606199456	9472	θ	HUM (N=29172)	350001
0.00322836467469787	7091	θ	HUM (N=29172)	360001
0.00180466455245319	8208	θ	HUM (N=29172)	370001
0.0015710671673083	9107	θ	HUM (N=29172)	380001
0.00233973118621418	10000	θ	HUM (N=29172)	390001
0.00290324477599625	8117	θ	HUM (N=29172)	400001
0.00357428607508412	9560	θ	HUM (N=29172)	410001
0.00414548530277674	8730	θ	HUM (N=29172)	420001
0.00380377620999168	9470	θ	HUM (N=29172)	430001
0.00278553638850609	9729	θ	HUM (N=29172)	440001
0.00327361486820196	9204	θ	HUM (N=29172)	450001
0.00288160283342022	9171	θ	HUM (N=29172)	460001
0.00338361585672321	9452	θ	HUM (N=29172)	470001
0.00338092362737504	8414	θ	HUM (N=29172)	480001
0.00201237455800128	9201	θ	HUM (N=29172)	490001
0.00231542461249142	9378	θ	HUM (N=29172)	500001
0.00376116090362568	5997	θ	HUM (N=29172)	510001
0.00347004592439297	8780	θ	HUM (N=29172)	520001
0.00253802359770357	9484	θ	HUM (N=29172)	530001
0.00252488976929588	10000	θ	HUM (N=29172)	540001
0.00218183654407999	9335	θ	HUM (N=29172)	550001
0.0038106273630873	8437	θ	HUM (N=29172)	560001
0.00437103242765577	8164	θ	HUM (N=29172)	570001
0.00253656893561815	9224	θ	HUM (N=29172)	580001
0.0021879106358492	8232	θ	HUM (N=29172)	590001
0.003704471476187	7770	θ	HUM (N=29172)	600001
0.00290929366354374	9373	θ	HUM (N=29172)	610001
0.00272168880604033	8844	θ	HUM (N=29172)	620001
0.00178132656108654	8977	θ	HUM (N=29172)	630001
0.00216405681735812	8945	θ	HUM (N=29172)	640001
0.00315076105493687	9830	θ	HUM (N=29172)	650001
0.00365164292261483	9127	θ	HUM (N=29172)	660001
0.00327525418258757	9148	θ	HUM (N=29172)	670001
0.00308036551854097	10000	θ	HUM (N=29172)	680001
0.00291297608960587	9939	θ	HUM (N=29172)	690001
0.00276518045018887	9618	θ	HUM (N=29172)	700001
0.00250805717083391	10000	θ	HUM (N=29172)	710001
0.00374581633996587	6426	θ	HUM (N=29172)	720001
0.00344342876117195	9630	θ	HUM (N=29172)	730001
0.00254104354612481	9274	θ	HUM (N=29172)	740001
0.00230960187978715	9183	θ	HUM (N=29172)	750001
0.00309585363199705	9515	θ	HUM (N=29172)	760001
0.00283428508081207	9918	θ	HUM (N=29172)	770001
0.00360936325925506	9607	θ	HUM (N=29172)	780001
0.00295247445778241	9635	θ	HUM (N=29172)	790001
0.00188805419288495	9896	θ	HUM (N=29172)	800001
0.00286539817668289	7813	θ	HUM (N=29172)	810001
0.0028492418424128	8389	θ	HUM (N=29172)	820001
0.00277238478158579	9168	θ	HUM (N=29172)	830001
0.00234775311568023	6381	θ	HUM (N=29172)	840001
0.00250805717083391	10000	θ	HUM (N=29172)	850001
0.00197548998654996	9458	θ	HUM (N=29172)	860001
0.00264365231808944	8341	θ	HUM (N=29172)	870001
0.00281339014001769	9872	θ	HUM (N=29172)	880001
0.00210005252971586	9939	θ	HUM (N=29172)	890001
0.00304704195965493	9115	θ	HUM (N=29172)	900001
0.0025946595517302	8239	θ	HUM (N=29172)	910001
0.00298176432044332	9371	θ	HUM (N=29172)	920001
0.0025460730974668	8264	θ	HUM (N=29172)	930001
0.00335833694248388	9874	θ	HUM (N=29172)	940001
0.0022204340944256	9855	θ	HUM (N=29172)	950001
0.00301589934723104	9544	θ	HUM (N=29172)	960001
0.00313615486249488	8856	θ	HUM (N=29172)	970001
0.00233739040828357	9938	θ	HUM (N=29172)	980001
0.00248400715159258	9758	θ	HUM (N=29172)	990001
0.00221839944339378	3662	θ	PPA (N=2687)	1000001
0.001202492072022	3051	θ	PPA (N=2687)	1030001
0.000867919285977848	4831	θ	PPA (N=2687)	1040001
0.0018519956142045	2547	θ	PPA (N=2687)	1050001
0.00208341504542984	2893	θ	PPA (N=2687)	1060001
0.001488962383011	3344	θ	PPA (N=2687)	1080001
0.0012291621923543	4264	θ	PPA (N=2687)	1090001
0.00209818061937744	4871	θ	PPA (N=2687)	1100001
0.00171884254910655	3964	θ	PPA (N=2687)	1110001
0.00209346836618494	3505	θ	PPA (N=2687)	1130001
0.00250772611875537	2717	θ	PPA (N=2687)	1150001
