HUM	PTE	PTS	PTT	PTV	PPA	GGG	PAB	PPY
0	0.0439117264857702	0.0154766886055828	0.019365432485163	0.132277360722701	0.00388627042707615	0.258944622765495	4.64241509081614e-06	2.43372897400181e-05
0.0439117264857702	0	9.38290840762164e-25	1.65198859423147e-21	2.00869968053031e-11	1.99308447823312e-12	0.00146343334216026	7.71155636668079e-05	0.000150726093126179
0.0154766886055828	9.38290840762164e-25	0	5.73636378209938e-22	2.91914201719692e-11	2.71079425363054e-16	0.00318170467020634	7.19578552139787e-07	2.23926469689055e-05
0.019365432485163	1.65198859423147e-21	5.73636378209938e-22	0	2.40341735693056e-10	7.55573268009279e-23	6.97106147384463e-06	1.16355382895647e-07	3.98224922856375e-06
0.132277360722701	2.00869968053031e-11	2.91914201719692e-11	2.40341735693056e-10	0	7.48639759837756e-15	0.00864160336449026	2.04612881770403e-08	4.54116854202257e-05
0.00388627042707615	1.99308447823312e-12	2.71079425363054e-16	7.55573268009279e-23	7.48639759837756e-15	0	0.00013626303620862	4.19641714106814e-08	6.23325736630868e-05
0.258944622765495	0.00146343334216026	0.00318170467020634	6.97106147384463e-06	0.00864160336449026	0.00013626303620862	0	0.00817357569661663	0.0347713053524029
4.64241509081614e-06	7.71155636668079e-05	7.19578552139787e-07	1.16355382895647e-07	2.04612881770403e-08	4.19641714106814e-08	0.00817357569661663	0	5.38877471735193e-17
2.43372897400181e-05	0.000150726093126179	2.23926469689055e-05	3.98224922856375e-06	4.54116854202257e-05	6.23325736630868e-05	0.0347713053524029	5.38877471735193e-17	0
