spAbbr	cMmbAvgREC	pi	nCall
HUM	3.27913940396396	19.90939609	9942
HUM	3.27913940396396	15.73528683	9831
HUM	3.27913940396396	15.33903072	9831
HUM	3.27913940396396	11.21227428	7416
HUM	3.27913940396396	8.13970927	7707
HUM	3.27913940396396	15.48848381	9708
HUM	3.27913940396396	15.20328825	9807
HUM	3.27913940396396	18.7696872	9691
HUM	3.27913940396396	13.92308163	10000
HUM	3.27913940396396	19.25351972	9839
HUM	3.27913940396396	17.93476043	9874
HUM	4.59693262460921	13.44254747	9982
HUM	5.04755670059551	8.52955214	9900
HUM	4.75498063725926	18.28905716	10000
HUM	3.90581987312709	13.81413819	9309
HUM	3.33235714157217	11.94800639	9286
HUM	2.17681365005251	13.50664885	10000
HUM	1.78541221144279	6.02206994	9888
HUM	1.75485069155955	9.40546878	9959
HUM	1.5827325195409	15.87586778	9899
HUM	0.99900538901093	23.86305667	10000
HUM	0.303509681623164	18.18591057	9972
HUM	1.95311984928583	21.98727523	10000
HUM	10.2867984151346	61.9241297	9945
HUM	10.9017280777975	19.97248843	9674
HUM	5.48262065516379	7.57136395	9806
HUM	8.66283428922344	11.93330797	8652
HUM	1.44229805150935	40.71949395	8202
HUM	10.786894888536	12.3717713	9840
HUM	3.30192340125197	9.57035519	9734
HUM	1.43499018065218	23.62128242	10000
HUM	2.85361244544518	15.72900686	9939
HUM	2.39962075501719	23.90675896	10000
HUM	2.93505686753304	16.27576822	10000
HUM	7.08546511188139	22.96085859	8848
HUM	14.4756783383277	8.27379097	8915
HUM	14.4756783383277	8.00987248	9941
HUM	8.05956456259662	8.80022688	9442
HUM	1.44596672509764	39.92001025	7726
HUM	4.79425497825589	13.46299187	10000
HUM	4.56549322560591	10.51994257	9958
HUM	3.96546301979686	11.56824955	10000
HUM	4.25696612290205	21.94274349	10000
HUM	7.23382652187541	22.1870928	9234
HUM	14.4041505323251	22.65929643	10000
HUM	13.8386205096848	19.99231898	10000
HUM	14.4351111784537	13.84994139	9974
HUM	14.4351111784537	22.2563311	9585
HUM	12.9440864025682	17.09956472	10000
HUM	1.44596672509764	15.59440714	4834
HUM	17.7659543206614	18.86288317	9941
HUM	14.4973674874063	13.37716621	10000
HUM	18.207289965775	15.09626819	9947
HUM	6.41472181306085	13.92224869	9733
HUM	1.44589958154948	18.70448868	7264
HUM	1.44614987270782	24.02141269	7916
HUM	1.44614987270782	38.10210985	9603
HUM	2.82351733146997	41.74521173	9154
HUM	1.7774927316276	27.82791266	6156
HUM	2.2212888580332	33.97227189	9472
HUM	2.45459761321909	16.20828856	7091
HUM	4.5113378087398	9.79334148	8208
HUM	5.22311078474213	7.36677195	9107
HUM	5.23597020318537	18.96292697	10000
HUM	5.23597020318537	23.52125646	8117
HUM	5.23597020318537	34.400247	9560
HUM	10.2728201018936	35.17393022	8730
HUM	11.2125849922181	36.93365955	9470
HUM	16.8728330824159	26.60818089	9729
HUM	17.0970631456109	40.66442994	9204
HUM	17.0970631456109	24.35053547	9171
HUM	17.0970631456109	26.53368056	9452
HUM	17.0970631456109	27.57886804	8414
HUM	18.4081849071243	20.16559052	9201
HUM	17.2613282754599	23.28032935	9378
HUM	13.3271795841889	25.81790852	5997
HUM	5.88988326848249	27.53670579	8780
HUM	6.66675456502082	29.80335445	9484
HUM	5.04870632560001	27.7894329	10000
HUM	15.9954253807265	17.16739169	9335
HUM	25.9711795908058	38.22254463	8437
HUM	19.125093320473	50.20143396	8164
HUM	13.8427654609102	25.84524926	9224
HUM	15.2335781573872	16.96397503	8232
HUM	15.6588324750285	32.66557951	7770
HUM	15.6588324750285	23.78368796	9373
HUM	17.9575960491837	21.97779778	8844
HUM	18.0803232264072	14.28989603	8977
HUM	16.8314172958133	15.51871447	8945
HUM	16.8314172958133	27.94033396	9830
HUM	16.8314172958133	32.9867532	9127
HUM	17.0110783780654	26.87113321	9148
HUM	11.754755651539	27.71739269	10000
HUM	6.28895191899609	33.65964428	9939
HUM	4.49246091842048	29.06621488	9618
HUM	2.27563959955506	24.49607049	10000
HUM	5.05300594082179	23.28028798	6426
HUM	10.202753964719	35.86069598	9630
HUM	14.310883744104	22.82392313	9274
HUM	14.698976341163	21.84845428	9183
HUM	17.1718907720838	29.01496607	9515
HUM	19.6395890265062	25.23378116	9918
HUM	19.6233310703779	31.42477354	9607
HUM	19.6233310703779	27.23610341	9635
HUM	19.0381414410686	16.07055438	9896
HUM	8.68098029735283	22.82040824	7813
HUM	8.68098029735283	20.53464174	8389
HUM	8.68098029735283	28.0709081	9168
HUM	6.82398099999985	14.11570548	6381
HUM	6.18494216507092	24.86306083	10000
HUM	6.18492775081571	18.63854625	9458
HUM	6.18492775081571	16.99886322	8341
HUM	6.18492775081571	23.18990512	9872
HUM	7.44218551672017	21.53723328	9939
HUM	6.15800368928059	28.39432534	9115
HUM	6.15800368928059	17.50608153	8239
HUM	8.7677506880649	28.05984727	9371
HUM	8.84328586102551	17.19143543	8264
HUM	8.84328586102551	29.19731796	9874
HUM	13.496315893577	18.64390234	9855
HUM	21.9225725784316	30.99596056	9544
HUM	22.8495881141512	29.14396436	8856
HUM	4.66355656482478	21.21087789	9938
HUM	4.08600052613118	23.88680095	9758
PPA	67.8038861168597	5.9507692	3662
PPA	14.9777722506158	4.0092316	3051
PPA	17.533913107872	2.8492307	4831
PPA	17.5645369528324	3.7476917	2547
PPA	17.5708658247415	6.2646135	2893
PPA	5.15319712145163	6.2092324	3344
PPA	7.20296837867652	4.5723078	4264
PPA	25.8936642367352	9.7230763	4871
PPA	15.3482428859281	5.5661542	3964
PPA	30.9736879082479	5.98154	3505
PPA	30.9729295780567	7.4246144	2717
PPA	26.8089352636311	3.6061538	3537
PPA	8.0344168651511	0.9723073	2746
PPA	8.2026046783487	2.1876925	2849
PPA	5.78205472600622	1.9076925	2718
PPA	10.2060143134106	2.6338462	2504
PPA	5.83083801339635	3.356922	2831
PPA	9.91447800645542	4.4338459	3192
PPA	8.7507161329461	1.276923	2830
PPA	1.81491127828882	3.8892294	3245
PPA	4.95313641573758	2.0061531	3746
PPA	9.64066380604403	4.1015389	3211
PPA	4.96092515570536	3.5938464	2758
PPA	4.98230329438369	6.6153876	5811
PPA	4.92064473922682	4.3630764	3845
PPA	2.53276327403089	2.8707708	2967
PPA	1.30006678838168	0.3015382	2659
PPA	15.0481650662298	4.0738446	3859
PPA	15.688272098322	3.7169223	2841
PPA	14.3759689570067	3.4523069	3599
PPA	2.45375903620465	5.7569226	2886
PPA	6.99941760172114	2.2307685	2713
PPA	8.05926391064835	1.1076922	4653
PPA	8.05567592115045	1.5507696	3376
PPA	8.04584847717588	1.5138462	2572
PPA	8.00315347383469	1.8184618	3104
PPA	7.38794906263895	2.7353836	3834
PPA	7.52928486902366	1.2061533	2580
PPA	7.50879852635948	3.0030773	2829
PPA	7.52165848831258	2.8861537	3412
PPA	7.02278684287843	2.4553843	2814
PPA	6.12266087884017	2.6153846	3591
PPA	6.34478938296846	4.7846164	4231
PPA	6.57290255593192	4.2523083	3620
PPA	6.57342818428748	3.1107687	2715
PPA	4.97281460133761	3.446155	6339
PPA	4.62883019855963	2.1353838	4147
PPA	2.31974443792862	2.4492302	3107
PPA	22.7058719834428	6.0615383	4376
PPA	20.0179080214036	3.2000007	3606
PPA	1.3617329874909	2.3292303	3063
PPA	1.79819773578636	2.4246142	2965
PPA	0.77645231689883	2.7323076	3672
PPA	0.410414486598835	5.8707694	5628
PPA	8.23206212938284	4.0953852	3876
PPA	1.07151168049629	6.0923076	3116
PPA	4.32062750161949	6.8369267	4740
PPA	3.44157772795782	2.9476909	5069
PPA	3.6214474104328	3.3815378	4621
PPA	3.07885619081887	2.4030766	3340
PPA	1.78541973269124	1.7046151	2967
PPA	1.60873089759109	3.2000005	3771
PPA	6.37895176366883	4.1876919	3944
PPA	2.36178066034697	4.821538	4378
PPA	9.15973833588311	8.3599996	4764
PPA	3.36312840427735	5.5169207	5805
PPA	5.16841497328124	2.8676913	3948
PPA	4.84897258596976	3.3907702	4445
PPA	1.27702834893666	2.6246146	5122
PPA	2.9581843422802	4.6553861	3738
PPA	17.555826211514	6.8615381	6711
PPA	17.5549138584778	6.7692308	5095
PPA	17.5549119496435	4.0276919	4644
PPA	17.5548213124882	6.775383	4640
PPA	15.1965798236687	7.7815389	4331
PPA	11.6142561097033	6.9199989	4306
PPA	16.0243801530586	3.236924	4646
PPA	4.65663060587012	2.1753844	3386
PPA	0.478454839095222	2.2984604	2528
PPA	0.639314304582304	5.5784624	3241
PPA	3.2331966290177	3.5107718	4174
PPA	3.07061035352129	1.8369232	2806
PPA	1.18825319361607	3.8769234	4886
PPA	0.495899330176434	2.6061523	4493
PPA	6.85554673349561	4.8769207	4759
PPA	8.40409119707535	7.4061514	5372
PPA	2.06765968031888	2.0523065	4350
PPA	8.05427215340086	8.3723081	6502
PPA	1.89265420887141	16.1846092	7619
PPA	0.314547599546399	4.1138444	4589
PPA	10.4058018038052	6.1015394	4322
PPA	5.45881555098214	3.4153858	3370
PPA	5.39968887239074	1.2830759	3135
PPA	5.39766083323679	0.6430761	3001
PPA	5.3613471133244	4.4984597	3688
PPA	4.98998201718141	5.6215385	2595
PPA	4.32493144692758	3.8799993	2642
PPA	5.43450156426778	4.7846144	3534
PPA	11.9769190274976	10.4584606	5078
PPA	13.213438373764	2.1384615	3160
PPA	13.2403890965178	2.5015381	3902
PPA	9.61336861231848	8.2123049	4053
PPA	13.9139942240799	2.2861543	2782
PPA	16.9824186880153	4.4092302	3887
PPA	16.9827955816507	2.2246154	2942
PPA	16.9831340030267	3.7415375	4148
PPA	16.9829869637059	5.1323075	5405
PPA	16.9828928255164	3.5476934	4321
PPA	16.9831353388417	4.3107671	4655
PPA	16.1415683237585	5.5692298	3426
PPA	16.9703706806287	7.1569229	3744
PPA	16.9545272754947	4.9969242	5519
PPA	8.35479727849039	7.7969224	5068
PPA	2.92738407064127	3.1507684	2561
PPA	6.44115084603517	5.6676929	6573
PPA	21.9069882850914	6.0338453	3009
PPA	23.836323015089	3.3876937	2614
PPA	29.7062184818476	9.7846169	6517
PPA	12.2234839655735	5.2830787	3431
PPA	21.4403486937531	4.8676902	4065
PPA	35.0043816213656	3.8738465	3150
PPA	35.0034057589911	3.8923066	2546
PPA	33.6284999938843	9.8030771	4948
PPA	10.7264665528212	7.6184582	3371
PPA	50.8004774560724	8.4461507	2982
PPA	34.3676100904254	1.8584602	3526
PPA	22.9885578095128	1.9353837	4563
PPA	51.3972267240798	7.375384	6201
PPA	52.8989847445234	11.9815376	4851
PPA	36.6061189825112	11.3107704	3213
PTE	6.77910399791219	8.594737	3352
PTE	11.9737285014656	7.063159	3833
PTE	15.0297098556103	15.257896	4855
PTE	27.2970201667051	8.310527	2570
PTE	13.1258551858276	9.752633	3008
PTE	20.2403988636553	4.710528	3412
PTE	20.2408016696866	9.06316	4366
PTE	30.3321540412113	15.63158	4856
PTE	49.7489058704724	17.447373	4065
PTE	29.2822395946609	9.331581	3630
PTE	8.55085774140385	5.636845	2764
PTE	18.8218386121311	4.884211	2572
PTE	19.4460716822109	13.552635	4210
PTE	0.996805415274799	3.068422	2999
PTE	4.74904616389854	6.036843	3800
PTE	2.78018081366772	6.626317	2776
PTE	10.2165493106901	6.631582	4207
PTE	13.0987605876919	10.399999	3333
PTE	7.10626565283332	8.18421	4710
PTE	3.33178800501775	2.936842	2950
PTE	1.99313709120077	13.263158	3733
PTE	8.16601354471582	10.847367	3439
PTE	6.65340844271574	7.684214	3409
PTE	5.94615280184726	4.057896	4110
PTE	12.3253913376239	9.042109	4877
PTE	0.393636371659349	5.305263	2758
PTE	4.85643547739742	5.426318	5453
PTE	9.40130232872336	9.03158	3989
PTE	9.60381499320046	6.057895	3383
PTE	5.74594511989627	5.121053	2892
PTE	1.29304258046436	5.063161	3966
PTE	5.95386410874916	7.289475	3076
PTE	7.60418907687479	3.157896	3446
PTE	10.4228840974657	7.394738	2618
PTE	2.51690750723688	13.56316	3273
PTE	11.7121381688457	7.178947	2590
PTE	4.29169145033726	11.105264	6998
PTE	3.0973418196608	8.384211	5311
PTE	6.6109690651188	6.894739	3185
PTE	5.09910644758544	4.28421	2507
PTE	0.605473413695379	2.868422	3529
PTE	7.66645455716707	6.736842	3014
PTE	5.44135031008056	3.305264	2895
PTE	7.68562987581585	12.015792	3406
PTE	17.2310308396872	9.152632	3365
PTE	17.5796600362158	6.994738	3729
PTE	2.31918444215366	6.984211	4197
PTE	1.60809281943968	7.610526	3750
PTE	5.03484473105521	9.031577	2788
PTE	8.17795532336114	12.757895	5925
PTE	5.28342916684451	17.531579	4210
PTE	8.44994314301547	10.194739	3132
PTE	12.4288068662687	14.768424	4633
PTE	1.05396329282399	5.04737	3546
PTE	2.62591541887576	7.989475	3064
PTE	1.14293646876905	14.131581	2838
PTE	2.97438420610286	9.65263	3698
PTE	0.924394987820111	8.310526	5646
PTE	1.11251406214107	11.268421	3802
PTE	1.40120664997806	5.27895	3188
PTE	1.61148112530934	11.694738	4546
PTE	0.414371091198717	6.121054	5288
PTE	2.71182793254756	17.815796	4846
PTE	10.2294374206341	12.24737	3567
PTE	1.99847928091599	9.978949	3830
PTE	1.13643294536849	3.978948	3946
PTE	1.17347934504121	9.878947	4467
PTE	4.21384993903587	7.26316	3855
PTE	1.60105458600641	9.494739	4779
PTE	3.25555000140808	10	4361
PTE	10.090192232013	8.710527	4456
PTE	7.34852743437847	7.442108	5147
PTE	10.6210457145115	11.23158	3762
PTE	8.81226505979771	10.468421	6900
PTE	6.33486834223844	6.347368	5150
PTE	0.734919891395035	5.089474	4576
PTE	3.86428568379704	4.694737	5171
PTE	4.14619607760725	8.452634	4529
PTE	17.8082508987754	15.27895	5730
PTE	10.0238814788544	5.826316	5388
PTE	4.38659620691773	8.615789	4202
PTE	5.86811544883559	5.236844	2536
PTE	21.3404769633326	8.047369	3275
PTE	0.462725448626908	8.078946	4158
PTE	3.73106685017256	7.936842	2908
PTE	6.63924231503263	9.426318	4863
PTE	8.61645332262388	8.315792	4674
PTE	24.5023117136451	6.194739	4358
PTE	15.9253683429498	10.884211	5832
PTE	2.6434441216106	3.942107	4302
PTE	8.74282336055619	4.257896	2727
PTE	5.50179593004605	11.594739	6676
PTE	3.20771815323251	14.578945	7527
PTE	7.4348783699361	7.084211	4274
PTE	1.55400352420365	8.805263	4483
PTE	22.0073935597515	6.094737	4271
PTE	24.0257152876698	17.147371	6188
PTE	19.6166725371404	5.468422	3089
PTE	90.3537865465602	60.868431	7681
PTE	36.4659767505997	24.821063	5266
PTE	39.1789256043523	9.636844	4765
PTE	2.09394027511017	7.778948	4112
PTE	3.00308563835151	4.084212	2790
PTE	15.289501305264	2.931579	2577
PTE	15.3783749239324	2.294738	3430
PTE	7.21868232780471	3.036843	4255
PTE	10.7300116017496	7.952632	2868
PTE	18.1468244435448	11.168423	5691
PTE	8.19299007641725	11.573685	3620
PTE	29.8149984274854	5.773685	4067
PTE	10.0498984948332	10.236842	4152
PTE	7.32697185883761	6.13158	3339
PTE	7.33474055191209	7.631581	4112
PTE	2.14757345109726	5.778948	3020
PTE	5.29670784615859	3.11579	2788
PTE	22.5224653212196	13.126314	6129
PTE	22.5222703225814	22.315792	8211
PTE	22.5221454796574	9.489475	6157
PTE	5.55334290606969	13.547368	5056
PTE	1.60568214784725	4.715791	3753
PTE	21.3407870197711	7.368424	4140
PTE	16.2904753736944	10.568422	5341
PTE	10.4643242917662	4.473684	4949
PTE	8.70865106254563	7.810528	7040
PTE	10.0588563875205	5.889476	2965
PTE	9.96391199566572	4.763157	2598
PTE	9.88719541705706	7.094737	4295
PTE	3.85595693323124	7.173685	3442
PTE	26.1542138281891	21.873683	4505
PTE	1.5766043755157	6.757897	3002
PTE	1.59957886073098	8.610525	2973
PTE	28.6341901199965	31.031584	4363
PTE	41.767332063964	36.094745	2868
PTE	27.9129699198931	32.700006	2658
PTE	4.06462193509114	3.457895	2662
PTE	4.50859058938866	5.363158	3564
PTE	8.37420950452428	11.900001	4990
PTE	28.4432341184685	18.684212	4864
PTE	79.9090209738512	37.436843	3100
PTE	36.6093098164834	12.247373	3665
PTS	4.43960646910487	8.4495012	3981
PTS	31.6112864349697	6.974396	3518
PTS	20.9647242639321	13.4025578	4692
PTS	24.751983204144	12.1123724	2953
PTS	3.86145928491418	9.4068286	3519
PTS	5.96244934050909	11.401136	4277
PTS	24.7396165056412	17.3015664	4932
PTS	20.8095465935557	13.6898984	3969
PTS	8.22401866521502	7.8093838	3630
PTS	3.8014624306123	6.0227592	2763
PTS	42.8799486928123	5.5761014	2556
PTS	34.106288978708	14.0867716	4015
PTS	4.18945686671507	7.2702672	3023
PTS	10.4861621506874	9.8563302	3725
PTS	4.88449217484279	6.8762424	2782
PTS	16.9436013184837	13.7368388	5369
PTS	13.1886556865143	14.1251754	3356
PTS	5.54241182891605	4.8008522	3664
PTS	4.9580160322119	6.9288756	2900
PTS	11.9092786313377	9.2887628	3188
PTS	7.18382225790705	8.9502132	3364
PTS	2.20373844798955	3.7368406	4119
PTS	5.04343832427889	6.687055	3517
PTS	15.1396375255993	11.7183508	3690
PTS	0.411633973200635	3.8819344	2758
PTS	1.75471259003403	6.1962982	5535
PTS	6.58383953908024	5.062587	4102
PTS	5.54482715360459	8.4751056	3377
PTS	12.8717347794648	6.7610218	2894
PTS	0.955978116207065	10.826454	3835
PTS	10.0396878448627	9.7254638	3096
PTS	8.54596430826438	11.4651442	3367
PTS	11.9756910238582	11.3100954	2528
PTS	1.99122511282496	8.5021312	3315
PTS	15.2667150246314	9.4807914	3061
PTS	5.99398806268737	19.6770948	5695
PTS	7.9261008772922	9.671407	3938
PTS	14.1652032543669	10.2617348	3182
PTS	11.7574885744869	4.662873	3172
PTS	0.501369647908455	3.883358	3786
PTS	9.03504912720218	8.0014214	3134
PTS	2.37871739892264	3.8620186	2742
PTS	6.58972387463989	8.7240366	3672
PTS	7.67561354052644	8.082503	2949
PTS	14.3341983484873	11.2332862	3737
PTS	7.59532996563061	7.4651486	4228
PTS	9.99362304289849	8.9829278	3522
PTS	4.00522310123344	8.597439	2698
PTS	1.52955524501853	10.5604556	6411
PTS	5.37325898095858	15.5120934	4190
PTS	0.828369324986225	6.3968696	3126
PTS	14.669756357155	15.088194	4620
PTS	12.0996465580019	6.9857752	3717
PTS	9.82908036303914	5.7240388	3067
PTS	8.48531878007928	11.0782326	2922
